r1,r2,objective_value,installation_cost,interference_penalty,num_selected_towers,solver_status,mip_gap,runtime_seconds,c_r1,c_r2
5.0,18.6,95.68306599506171,95.68306599506172,0.0,104,OPTIMAL,0.0,40.62070083618164,0.8999999999999999,0.9694355331687243
5.0,14.0,109.09887999999997,109.09888,0.0,121,OPTIMAL,0.0,40.91295790672302,0.8999999999999999,0.9094704761904762
5.0,9.5,119.81219666666667,119.81219666666667,0.0,134,OPTIMAL,0.0,34.93642592430115,0.8999999999999999,0.8940766666666666
